,url,address,title,area,rooms,bathrooms,garages,price,date
218,vivareal.com/imovel/apartamento-2-quartos-balneario-bairros-florianopolis-com-garagem-77m2-venda-RS365000-id-2483772985/?__vt=lnv:c,"Balneário, Florianópolis - SC","Apartamento com 2 Quartos à Venda, 77m²
",77,2,2,1,365000,2020-11-14 
219,vivareal.com/imovel/apartamento-4-quartos-balneario-bairros-florianopolis-com-garagem-285m2-venda-RS1710000-id-2483277289/?__vt=lnv:c,"Balneário, Florianópolis - SC","Apartamento com 4 Quartos à Venda, 285m²
",285,4,4,5,1710000,2020-11-14 
220,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-115m2-venda-RS800000-id-2483772779/?__vt=lnv:c,"Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 115m²
",115,3,3,2,800000,2020-11-14 
221,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-197m2-venda-RS850000-id-2458902701/?__vt=lnv:c,"Rua José Cândido da Silva - Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 197m²
",197,3,3,2,850000,2020-11-14 
222,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-120m2-venda-RS690000-id-2495172799/?__vt=lnv:c,"Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 120m²
",120,3,1,2,690000,2020-11-14 
223,vivareal.com/imovel/apartamento-2-quartos-balneario-bairros-florianopolis-com-garagem-91m2-venda-RS655000-id-1040631982/?__vt=lnv:c,"Rua São José, 1 - Balneário, Florianópolis - SC","Apartamento com 2 Quartos à Venda, 91m²
",91,2,3,2,655000,2020-11-14 
225,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-88m2-venda-RS350000-id-1040382788/?__vt=lnv:c,"Rua São José - Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 88m²
",88,3,2,1,350000,2020-11-14 
226,vivareal.com/imovel/apartamento-2-quartos-balneario-bairros-florianopolis-com-garagem-115m2-venda-RS670000-id-2490350983/?__vt=lnv:c,"Rua São José, 203 - Balneário, Florianópolis - SC","Apartamento com 2 Quartos à Venda, 115m²
",115,2,1,2,670000,2020-11-14 
227,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-90m2-venda-RS925508-id-2485348749/?__vt=lnv:c,"Rua Professor João José Cabral - Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 90m²
",90,3,1,2,925508,2020-11-14 
228,vivareal.com/imovel/apartamento-2-quartos-balneario-bairros-florianopolis-com-garagem-68m2-venda-RS380000-id-2500057794/?__vt=lnv:c,"Balneário, Florianópolis - SC","Apartamento com 2 Quartos à Venda, 68m²
",68,2,2,1,380000,2020-11-14 
229,vivareal.com/imovel/apartamento-2-quartos-balneario-bairros-florianopolis-com-garagem-70m2-venda-RS490000-id-2495329618/?__vt=lnv:c,"Rua Vereador Batista Pereira, 641 - Balneário, Florianópolis - SC","Apartamento com 2 Quartos à Venda, 70m²
",70,2,2,2,490000,2020-11-14 
230,vivareal.com/imovel/apartamento-2-quartos-balneario-bairros-florianopolis-com-garagem-77m2-venda-RS395000-id-2476879511/?__vt=lnv:c,"Balneário, Florianópolis - SC","Apartamento com 2 Quartos à Venda, 77m²
",77,2,1,1,395000,2020-11-14 
232,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-92m2-venda-RS854572-id-2485351893/?__vt=lnv:c,"Rua Professor João José Cabral - Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 92m²
",92,3,1,1,854572,2020-11-14 
233,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-91m2-venda-RS855651-id-2485348750/?__vt=lnv:c,"Rua Professor João José Cabral - Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 91m²
",91,3,1,1,855651,2020-11-14 
234,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-124m2-venda-RS750000-id-2458786981/?__vt=lnv:c,"Rua Professor João José Cabral, 235 - Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 124m²
",124,3,4,2,750000,2020-11-14 
235,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-123m2-venda-RS960000-id-2502017473/?__vt=lnv:c,"Avenida Santa Catarina, 1130 - Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 123m²
",123,3,4,2,960000,2020-11-14 
236,vivareal.com/imovel/apartamento-2-quartos-balneario-bairros-florianopolis-com-garagem-94m2-venda-RS629500-id-2494094961/?__vt=lnv:c,"Balneário, Florianópolis - SC","Apartamento com 2 Quartos à Venda, 94m²
",94,2,2,1,629500,2020-11-14 
237,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-116m2-venda-RS1065000-id-2493869611/?__vt=lnv:c,"Rua Sérgio Gil - Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 116m²
",116,3,3,1,1065000,2020-11-14 
239,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-138m2-venda-RS659000-id-2500051205/?__vt=lnv:c,"Rua Castro Alves, 982 - Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 138m²
",138,3,4,1,659000,2020-11-14 
240,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-130m2-venda-RS690000-id-93535054/?__vt=lnv:c,"Rua Antônio Mattos Areas, 168 - Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 130m²
",130,3,4,2,690000,2020-11-14 
241,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-112m2-venda-RS360000-id-2475435682/?__vt=lnv:c,"Rua São José, 112 - Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 112m²
",112,3,2,2,360000,2020-11-14 
242,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-92m2-venda-RS896000-id-2485350858/?__vt=lnv:c,"Rua Professor João José Cabral - Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 92m²
",92,3,1,2,896000,2020-11-14 
243,vivareal.com/imovel/apartamento-2-quartos-balneario-bairros-florianopolis-com-garagem-93m2-venda-RS426000-id-2496203675/?__vt=lnv:c,"Balneário, Florianópolis - SC","Apartamento com 2 Quartos à Venda, 93m²
",93,2,2,1,426000,2020-11-14 
244,vivareal.com/imovel/apartamento-2-quartos-balneario-bairros-florianopolis-com-garagem-91m2-venda-RS670000-id-2495967306/?__vt=lnv:c,"Rua São José - Balneário, Florianópolis - SC","Apartamento com 2 Quartos à Venda, 91m²
",91,2,3,2,670000,2020-11-14 
246,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-110m2-venda-RS550000-id-2484520891/?__vt=lnv:c,"Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 110m²
",110,3,3,1,550000,2020-11-14 
247,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-116m2-venda-RS435000-id-2500057799/?__vt=lnv:c,"Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 116m²
",116,3,3,1,435000,2020-11-14 
248,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-90m2-venda-RS500000-id-2468390597/?__vt=lnv:c,"Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 90m²
",90,3,2,1,500000,2020-11-14 
249,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-85m2-venda-RS500000-id-2468391232/?__vt=lnv:c,"Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 85m²
",85,3,2,1,500000,2020-11-14 
250,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-100m2-venda-RS575000-id-2486596068/?__vt=lnv:c,"Rua São Pedro, 398 - Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 100m²
",100,3,2,1,575000,2020-11-14 
251,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-92m2-venda-RS799000-id-2498581415/?__vt=lnv:c,"Rua Sérgio Gil, 263 - Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 92m²
",92,3,2,1,799000,2020-11-14 
252,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-98m2-venda-RS470000-id-2494930701/?__vt=lnv:c,"Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 98m²
",98,3,2,1,470000,2020-11-14 
254,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-129m2-venda-RS668146-id-1341315534/?__vt=lnv:c,"Rua da Concórdia - Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 129m²
",129,3,1,2,668146,2020-11-14 
255,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-116m2-venda-RS1065000-id-2489557452/?__vt=lnv:c,"Rua Sérgio Gil, 191 - Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 116m²
",116,3,3,1,1065000,2020-11-14 
256,vivareal.com/imovel/apartamento-2-quartos-balneario-bairros-florianopolis-86m2-venda-RS235000-id-2491507985/?__vt=lnv:c,"Rua Coronel Pedro Demoro - Balneário, Florianópolis - SC","Apartamento com 2 Quartos à Venda, 86m²
",86,2,1,--,235000,2020-11-14 
257,vivareal.com/imovel/apartamento-2-quartos-balneario-bairros-florianopolis-com-garagem-90m2-venda-RS655000-id-2474541589/?__vt=lnv:c,"Rua Professor João José Cabral, 51 - Balneário, Florianópolis - SC","Apartamento com 2 Quartos à Venda, 90m²
",90,2,3,2,655000,2020-11-14 
258,vivareal.com/imovel/apartamento-2-quartos-balneario-bairros-florianopolis-com-garagem-78m2-venda-RS395000-id-2494930260/?__vt=lnv:c,"Balneário, Florianópolis - SC","Apartamento com 2 Quartos à Venda, 78m²
",78,2,2,1,395000,2020-11-14 
259,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-115m2-venda-RS580000-id-66867891/?__vt=lnv:c,"Rua São Pedro, 159 - Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 115m²
",115,3,3,2,580000,2020-11-14 
261,vivareal.com/imovel/apartamento-2-quartos-balneario-bairros-florianopolis-com-garagem-78m2-venda-RS655000-id-2475557903/?__vt=lnv:c,"Rua Sérgio Gil, 290 - Balneário, Florianópolis - SC","Apartamento com 2 Quartos à Venda, 78m²
",78,2,2,1,655000,2020-11-14 
262,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-100m2-venda-RS499000-id-2488009018/?__vt=lnv:c,"Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 100m²
",100,3,2,1,499000,2020-11-14 
263,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-128m2-venda-RS689000-id-2482988303/?__vt=lnv:c,"Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 128m²
",128,3,1,2,689000,2020-11-14 
264,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-116m2-venda-RS800000-id-2493612707/?__vt=lnv:c,"Rua Sérgio Gil - Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 116m²
",116,3,3,2,800000,2020-11-14 
265,vivareal.com/imovel/apartamento-2-quartos-balneario-bairros-florianopolis-com-garagem-78m2-venda-RS350000-id-2477928096/?__vt=lnv:c,"Rua Professor João José Cabral - Balneário, Florianópolis - SC","Apartamento com 2 Quartos à Venda, 78m²
",78,2,1,1,350000,2020-11-14 
266,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-118m2-venda-RS430000-id-48512299/?__vt=lnv:c,"Rua Sérgio Gil, 1 - Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 118m²
",118,3,2,2,430000,2020-11-14 
268,vivareal.com/imovel/apartamento-2-quartos-balneario-bairros-florianopolis-com-garagem-91m2-venda-RS670000-id-1041967430/?__vt=lnv:c,"Rua São José, 203 - Balneário, Florianópolis - SC","Apartamento com 2 Quartos à Venda, 91m²
",91,2,3,1,670000,2020-11-14 
269,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-100m2-venda-RS550000-id-2468390896/?__vt=lnv:c,"Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 100m²
",100,3,2,1,550000,2020-11-14 
270,vivareal.com/imovel/apartamento-4-quartos-balneario-bairros-florianopolis-com-garagem-121m2-venda-RS749000-id-2452587390/?__vt=lnv:c,"Rua Antônio Gomes - Balneário, Florianópolis - SC","Apartamento com 4 Quartos à Venda, 121m²
",121,4,4,2,749000,2020-11-14 
271,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-331m2-venda-RS540000-id-2475435202/?__vt=lnv:c,"Rua Coronel Pedro Demoro, 1841 - Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 331m²
",331,3,2,1,540000,2020-11-14 
272,vivareal.com/imovel/apartamento-2-quartos-balneario-bairros-florianopolis-com-garagem-90m2-venda-RS670000-id-2488109719/?__vt=lnv:c,"Balneário, Florianópolis - SC","Apartamento com 2 Quartos à Venda, 90m²
",90,2,3,1,670000,2020-11-14 
273,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-89m2-venda-RS585000-id-2495652803/?__vt=lnv:c,"Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 89m²
",89,3,2,2,585000,2020-11-14 
275,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-96m2-venda-RS550000-id-2501026506/?__vt=lnv:c,"Rua Sérgio Gil, 204 - Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 96m²
",96,3,2,1,550000,2020-11-14 
276,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-92m2-venda-RS807671-id-2495963146/?__vt=lnv:c,"Rua Sérgio Gil - Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 92m²
",92,3,3,1,807671,2020-11-14 
277,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-94m2-venda-RS903639-id-2495966317/?__vt=lnv:c,"Rua Sérgio Gil - Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 94m²
",94,3,3,2,903639,2020-11-14 
278,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-92m2-venda-RS803398-id-2495966318/?__vt=lnv:c,"Rua Sérgio Gil - Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 92m²
",92,3,3,1,803398,2020-11-14 
279,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-124m2-venda-RS980000-id-2475434812/?__vt=lnv:c,"Rua Sérgio Gil, 191 - Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 124m²
",124,3,3,2,980000,2020-11-14 
280,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-90m2-venda-RS695000-id-2496011407/?__vt=lnv:c,"Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 90m²
",90,3,2,2,695000,2020-11-14 
282,vivareal.com/imovel/apartamento-2-quartos-balneario-bairros-florianopolis-com-garagem-78m2-venda-RS662000-id-2500310314/?__vt=lnv:c,"Rua Sérgio Gil, 263 - Balneário, Florianópolis - SC","Apartamento com 2 Quartos à Venda, 78m²
",78,2,2,1,662000,2020-11-14 
283,vivareal.com/imovel/apartamento-2-quartos-balneario-bairros-florianopolis-com-garagem-91m2-venda-RS670000-id-2435508077/?__vt=lnv:c,"Balneário, Florianópolis - SC","Apartamento com 2 Quartos à Venda, 91m²
",91,2,1,2,670000,2020-11-14 
284,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-138m2-venda-RS580000-id-2475435002/?__vt=lnv:c,"Rua Castro Alves, 185 - Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 138m²
",138,3,2,1,580000,2020-11-14 
285,vivareal.com/imovel/apartamento-2-quartos-balneario-bairros-florianopolis-com-garagem-80m2-venda-RS381600-id-2486596532/?__vt=lnv:c,"Rua Raimundo Correia, 136 - Balneário, Florianópolis - SC","Apartamento com 2 Quartos à Venda, 80m²
",80,2,2,1,381600,2020-11-14 
286,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-117m2-venda-RS424000-id-2433694299/?__vt=lnv:c,"Rua Coronel Pedro Demoro, 1870 - Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 117m²
",117,3,3,1,424000,2020-11-14 
287,vivareal.com/imovel/apartamento-2-quartos-balneario-bairros-florianopolis-com-garagem-69m2-venda-RS519000-id-2496159099/?__vt=lnv:c,"Balneário, Florianópolis - SC","Apartamento com 2 Quartos à Venda, 69m²
",69,2,2,2,519000,2020-11-14 
288,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-98m2-venda-RS470000-id-2494930701/?__vt=lnv:c,"Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 98m²
",98,3,2,1,470000,2020-11-14 
290,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-129m2-venda-RS668146-id-1341315534/?__vt=lnv:c,"Rua da Concórdia - Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 129m²
",129,3,1,2,668146,2020-11-14 
291,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-116m2-venda-RS1065000-id-2489557452/?__vt=lnv:c,"Rua Sérgio Gil, 191 - Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 116m²
",116,3,3,1,1065000,2020-11-14 
292,vivareal.com/imovel/apartamento-2-quartos-balneario-bairros-florianopolis-86m2-venda-RS235000-id-2491507985/?__vt=lnv:c,"Rua Coronel Pedro Demoro - Balneário, Florianópolis - SC","Apartamento com 2 Quartos à Venda, 86m²
",86,2,1,--,235000,2020-11-14 
293,vivareal.com/imovel/apartamento-2-quartos-balneario-bairros-florianopolis-com-garagem-90m2-venda-RS655000-id-2474541589/?__vt=lnv:c,"Rua Professor João José Cabral, 51 - Balneário, Florianópolis - SC","Apartamento com 2 Quartos à Venda, 90m²
",90,2,3,2,655000,2020-11-14 
294,vivareal.com/imovel/apartamento-2-quartos-balneario-bairros-florianopolis-com-garagem-78m2-venda-RS395000-id-2494930260/?__vt=lnv:c,"Balneário, Florianópolis - SC","Apartamento com 2 Quartos à Venda, 78m²
",78,2,2,1,395000,2020-11-14 
295,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-115m2-venda-RS580000-id-66867891/?__vt=lnv:c,"Rua São Pedro, 159 - Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 115m²
",115,3,3,2,580000,2020-11-14 
297,vivareal.com/imovel/apartamento-2-quartos-balneario-bairros-florianopolis-com-garagem-78m2-venda-RS655000-id-2475557903/?__vt=lnv:c,"Rua Sérgio Gil, 290 - Balneário, Florianópolis - SC","Apartamento com 2 Quartos à Venda, 78m²
",78,2,2,1,655000,2020-11-14 
298,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-100m2-venda-RS499000-id-2488009018/?__vt=lnv:c,"Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 100m²
",100,3,2,1,499000,2020-11-14 
299,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-128m2-venda-RS689000-id-2482988303/?__vt=lnv:c,"Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 128m²
",128,3,1,2,689000,2020-11-14 
300,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-116m2-venda-RS800000-id-2493612707/?__vt=lnv:c,"Rua Sérgio Gil - Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 116m²
",116,3,3,2,800000,2020-11-14 
301,vivareal.com/imovel/apartamento-2-quartos-balneario-bairros-florianopolis-com-garagem-78m2-venda-RS350000-id-2477928096/?__vt=lnv:c,"Rua Professor João José Cabral - Balneário, Florianópolis - SC","Apartamento com 2 Quartos à Venda, 78m²
",78,2,1,1,350000,2020-11-14 
302,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-118m2-venda-RS430000-id-48512299/?__vt=lnv:c,"Rua Sérgio Gil, 1 - Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 118m²
",118,3,2,2,430000,2020-11-14 
304,vivareal.com/imovel/apartamento-2-quartos-balneario-bairros-florianopolis-com-garagem-91m2-venda-RS670000-id-1041967430/?__vt=lnv:c,"Rua São José, 203 - Balneário, Florianópolis - SC","Apartamento com 2 Quartos à Venda, 91m²
",91,2,3,1,670000,2020-11-14 
305,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-100m2-venda-RS550000-id-2468390896/?__vt=lnv:c,"Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 100m²
",100,3,2,1,550000,2020-11-14 
306,vivareal.com/imovel/apartamento-4-quartos-balneario-bairros-florianopolis-com-garagem-121m2-venda-RS749000-id-2452587390/?__vt=lnv:c,"Rua Antônio Gomes - Balneário, Florianópolis - SC","Apartamento com 4 Quartos à Venda, 121m²
",121,4,4,2,749000,2020-11-14 
307,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-331m2-venda-RS540000-id-2475435202/?__vt=lnv:c,"Rua Coronel Pedro Demoro, 1841 - Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 331m²
",331,3,2,1,540000,2020-11-14 
308,vivareal.com/imovel/apartamento-2-quartos-balneario-bairros-florianopolis-com-garagem-90m2-venda-RS670000-id-2488109719/?__vt=lnv:c,"Balneário, Florianópolis - SC","Apartamento com 2 Quartos à Venda, 90m²
",90,2,3,1,670000,2020-11-14 
309,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-89m2-venda-RS585000-id-2495652803/?__vt=lnv:c,"Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 89m²
",89,3,2,2,585000,2020-11-14 
311,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-96m2-venda-RS550000-id-2501026506/?__vt=lnv:c,"Rua Sérgio Gil, 204 - Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 96m²
",96,3,2,1,550000,2020-11-14 
312,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-92m2-venda-RS807671-id-2495963146/?__vt=lnv:c,"Rua Sérgio Gil - Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 92m²
",92,3,3,1,807671,2020-11-14 
313,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-94m2-venda-RS903639-id-2495966317/?__vt=lnv:c,"Rua Sérgio Gil - Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 94m²
",94,3,3,2,903639,2020-11-14 
314,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-92m2-venda-RS803398-id-2495966318/?__vt=lnv:c,"Rua Sérgio Gil - Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 92m²
",92,3,3,1,803398,2020-11-14 
315,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-124m2-venda-RS980000-id-2475434812/?__vt=lnv:c,"Rua Sérgio Gil, 191 - Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 124m²
",124,3,3,2,980000,2020-11-14 
316,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-90m2-venda-RS695000-id-2496011407/?__vt=lnv:c,"Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 90m²
",90,3,2,2,695000,2020-11-14 
318,vivareal.com/imovel/apartamento-2-quartos-balneario-bairros-florianopolis-com-garagem-78m2-venda-RS662000-id-2500310314/?__vt=lnv:c,"Rua Sérgio Gil, 263 - Balneário, Florianópolis - SC","Apartamento com 2 Quartos à Venda, 78m²
",78,2,2,1,662000,2020-11-14 
319,vivareal.com/imovel/apartamento-2-quartos-balneario-bairros-florianopolis-com-garagem-91m2-venda-RS670000-id-2435508077/?__vt=lnv:c,"Balneário, Florianópolis - SC","Apartamento com 2 Quartos à Venda, 91m²
",91,2,1,2,670000,2020-11-14 
320,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-138m2-venda-RS580000-id-2475435002/?__vt=lnv:c,"Rua Castro Alves, 185 - Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 138m²
",138,3,2,1,580000,2020-11-14 
321,vivareal.com/imovel/apartamento-2-quartos-balneario-bairros-florianopolis-com-garagem-80m2-venda-RS381600-id-2486596532/?__vt=lnv:c,"Rua Raimundo Correia, 136 - Balneário, Florianópolis - SC","Apartamento com 2 Quartos à Venda, 80m²
",80,2,2,1,381600,2020-11-14 
322,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-117m2-venda-RS424000-id-2433694299/?__vt=lnv:c,"Rua Coronel Pedro Demoro, 1870 - Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 117m²
",117,3,3,1,424000,2020-11-14 
323,vivareal.com/imovel/apartamento-2-quartos-balneario-bairros-florianopolis-com-garagem-69m2-venda-RS519000-id-2496159099/?__vt=lnv:c,"Balneário, Florianópolis - SC","Apartamento com 2 Quartos à Venda, 69m²
",69,2,2,2,519000,2020-11-14 
324,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-90m2-venda-RS690000-id-2501593982/?__vt=lnv:c,"Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 90m²
",90,3,2,--,690000,2020-11-14 
326,vivareal.com/imovel/apartamento-4-quartos-balneario-bairros-florianopolis-com-garagem-116m2-venda-RS460000-id-2490429024/?__vt=lnv:c,"Rua Professor João José Cabral, 207 - Balneário, Florianópolis - SC","Apartamento com 4 Quartos à Venda, 116m²
",116,4,3,1,460000,2020-11-14 
327,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-116m2-venda-RS735000-id-2440856689/?__vt=lnv:c,"Rua São Pedro, 397 - Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 116m²
",116,3,3,1,735000,2020-11-14 
328,vivareal.com/imovel/apartamento-2-quartos-balneario-bairros-florianopolis-86m2-venda-RS228000-id-2488009274/?__vt=lnv:c,"Balneário, Florianópolis - SC","Apartamento com 2 Quartos à Venda, 86m²
",86,2,1,--,228000,2020-11-14 
329,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-92m2-venda-RS520000-id-2492310914/?__vt=lnv:c,"Rua da Concórdia, 176 - Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 92m²
",92,3,2,2,520000,2020-11-14 
330,vivareal.com/imovel/apartamento-2-quartos-balneario-bairros-florianopolis-com-garagem-77m2-venda-RS395000-id-2455076002/?__vt=lnv:c,"Rua Sérgio Gil, 204 - Balneário, Florianópolis - SC","Apartamento com 2 Quartos à Venda, 77m²
",77,2,3,1,395000,2020-11-14 
