,url,address,title,area,rooms,bathrooms,garages,price,date
533,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-92m2-venda-RS950000-id-2496221619/?__vt=lnv:c,"Rua Sérgio Gil - Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 92m²
",92,3,3,2,950000,2020-11-14 
534,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-186m2-venda-RS950000-id-2494074080/?__vt=lnv:c,"Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 186m²
",186,3,3,2,950000,2020-11-14 
535,vivareal.com/imovel/apartamento-2-quartos-balneario-bairros-florianopolis-com-garagem-79m2-venda-RS570000-id-2494070458/?__vt=lnv:c,"Balneário, Florianópolis - SC","Apartamento com 2 Quartos à Venda, 79m²
",79,2,1,1,570000,2020-11-14 
536,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-123m2-venda-RS630000-id-2483475719/?__vt=lnv:c,"Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 123m²
",123,3,2,1,630000,2020-11-14 
537,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-99m2-venda-RS779000-id-2483474829/?__vt=lnv:c,"Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 99m²
",99,3,3,1,779000,2020-11-14 
538,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-87m2-venda-RS750000-id-2483475733/?__vt=lnv:c,"Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 87m²
",87,3,1,3,750000,2020-11-14 
539,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-88m2-venda-RS360000-id-2478774830/?__vt=lnv:c,"Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 88m²
",88,3,2,2,360000,2020-11-14 
540,vivareal.com/imovel/apartamento-2-quartos-balneario-bairros-florianopolis-com-garagem-78m2-venda-RS660000-id-2474047018/?__vt=lnv:c,"Balneário, Florianópolis - SC","Apartamento com 2 Quartos à Venda, 78m²
",78,2,2,1,660000,2020-11-14 
541,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-103m2-venda-RS946809-id-2483475551/?__vt=lnv:c,"Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 103m²
",103,3,2,2,946809,2020-11-14 
542,vivareal.com/imovel/apartamento-4-quartos-balneario-bairros-florianopolis-com-garagem-121m2-venda-RS749000-id-2479371359/?__vt=lnv:c,"Rua Antônio Gomes - Balneário, Florianópolis - SC","Apartamento com 4 Quartos à Venda, 121m²
",121,4,4,2,749000,2020-11-14 
543,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-103m2-venda-RS943000-id-2489557310/?__vt=lnv:c,"Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 103m²
",103,3,2,2,943000,2020-11-14 
544,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-103m2-venda-RS1100000-id-2489556913/?__vt=lnv:c,"Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 103m²
",103,3,2,3,1100000,2020-11-14 
545,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-103m2-venda-RS950000-id-2453462788/?__vt=lnv:c,"Rua Antônio Gomes, 51 - Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 103m²
",103,3,2,2,950000,2020-11-14 
546,vivareal.com/imovel/apartamento-2-quartos-balneario-bairros-florianopolis-com-garagem-68m2-venda-RS375000-id-2489556920/?__vt=lnv:c,"Balneário, Florianópolis - SC","Apartamento com 2 Quartos à Venda, 68m²
",68,2,2,1,375000,2020-11-14 
547,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-124m2-venda-RS950000-id-2490111442/?__vt=lnv:c,"Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 124m²
",124,3,3,2,950000,2020-11-14 
548,vivareal.com/imovel/apartamento-2-quartos-balneario-bairros-florianopolis-com-garagem-92m2-venda-RS708500-id-1042636892/?__vt=lnv:c,"Balneário, Florianópolis - SC","Apartamento com 2 Quartos à Venda, 92m²
",92,2,2,1,708500,2020-11-14 
549,vivareal.com/imovel/apartamento-2-quartos-balneario-bairros-florianopolis-com-garagem-78m2-venda-RS660000-id-2474047018/?__vt=lnv:c,"Balneário, Florianópolis - SC","Apartamento com 2 Quartos à Venda, 78m²
",78,2,2,1,660000,2020-11-14 
550,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-103m2-venda-RS946809-id-2483475551/?__vt=lnv:c,"Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 103m²
",103,3,2,2,946809,2020-11-14 
551,vivareal.com/imovel/apartamento-4-quartos-balneario-bairros-florianopolis-com-garagem-121m2-venda-RS749000-id-2479371359/?__vt=lnv:c,"Rua Antônio Gomes - Balneário, Florianópolis - SC","Apartamento com 4 Quartos à Venda, 121m²
",121,4,4,2,749000,2020-11-14 
552,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-103m2-venda-RS943000-id-2489557310/?__vt=lnv:c,"Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 103m²
",103,3,2,2,943000,2020-11-14 
553,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-103m2-venda-RS1100000-id-2489556913/?__vt=lnv:c,"Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 103m²
",103,3,2,3,1100000,2020-11-14 
554,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-103m2-venda-RS950000-id-2453462788/?__vt=lnv:c,"Rua Antônio Gomes, 51 - Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 103m²
",103,3,2,2,950000,2020-11-14 
555,vivareal.com/imovel/apartamento-2-quartos-balneario-bairros-florianopolis-com-garagem-68m2-venda-RS375000-id-2489556920/?__vt=lnv:c,"Balneário, Florianópolis - SC","Apartamento com 2 Quartos à Venda, 68m²
",68,2,2,1,375000,2020-11-14 
556,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-124m2-venda-RS950000-id-2490111442/?__vt=lnv:c,"Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 124m²
",124,3,3,2,950000,2020-11-14 
557,vivareal.com/imovel/apartamento-2-quartos-balneario-bairros-florianopolis-com-garagem-92m2-venda-RS708500-id-1042636892/?__vt=lnv:c,"Balneário, Florianópolis - SC","Apartamento com 2 Quartos à Venda, 92m²
",92,2,2,1,708500,2020-11-14 
558,vivareal.com/imovel/apartamento-2-quartos-balneario-bairros-florianopolis-com-garagem-78m2-venda-RS660000-id-2474047018/?__vt=lnv:c,"Balneário, Florianópolis - SC","Apartamento com 2 Quartos à Venda, 78m²
",78,2,2,1,660000,2020-11-14 
559,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-103m2-venda-RS946809-id-2483475551/?__vt=lnv:c,"Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 103m²
",103,3,2,2,946809,2020-11-14 
560,vivareal.com/imovel/apartamento-4-quartos-balneario-bairros-florianopolis-com-garagem-121m2-venda-RS749000-id-2479371359/?__vt=lnv:c,"Rua Antônio Gomes - Balneário, Florianópolis - SC","Apartamento com 4 Quartos à Venda, 121m²
",121,4,4,2,749000,2020-11-14 
561,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-103m2-venda-RS943000-id-2489557310/?__vt=lnv:c,"Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 103m²
",103,3,2,2,943000,2020-11-14 
562,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-103m2-venda-RS1100000-id-2489556913/?__vt=lnv:c,"Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 103m²
",103,3,2,3,1100000,2020-11-14 
563,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-103m2-venda-RS950000-id-2453462788/?__vt=lnv:c,"Rua Antônio Gomes, 51 - Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 103m²
",103,3,2,2,950000,2020-11-14 
564,vivareal.com/imovel/apartamento-2-quartos-balneario-bairros-florianopolis-com-garagem-68m2-venda-RS375000-id-2489556920/?__vt=lnv:c,"Balneário, Florianópolis - SC","Apartamento com 2 Quartos à Venda, 68m²
",68,2,2,1,375000,2020-11-14 
565,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-124m2-venda-RS950000-id-2490111442/?__vt=lnv:c,"Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 124m²
",124,3,3,2,950000,2020-11-14 
566,vivareal.com/imovel/apartamento-2-quartos-balneario-bairros-florianopolis-com-garagem-92m2-venda-RS708500-id-1042636892/?__vt=lnv:c,"Balneário, Florianópolis - SC","Apartamento com 2 Quartos à Venda, 92m²
",92,2,2,1,708500,2020-11-14 
567,vivareal.com/imovel/apartamento-2-quartos-balneario-bairros-florianopolis-com-garagem-78m2-venda-RS660000-id-2474047018/?__vt=lnv:c,"Balneário, Florianópolis - SC","Apartamento com 2 Quartos à Venda, 78m²
",78,2,2,1,660000,2020-11-14 
568,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-103m2-venda-RS946809-id-2483475551/?__vt=lnv:c,"Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 103m²
",103,3,2,2,946809,2020-11-14 
569,vivareal.com/imovel/apartamento-4-quartos-balneario-bairros-florianopolis-com-garagem-121m2-venda-RS749000-id-2479371359/?__vt=lnv:c,"Rua Antônio Gomes - Balneário, Florianópolis - SC","Apartamento com 4 Quartos à Venda, 121m²
",121,4,4,2,749000,2020-11-14 
570,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-103m2-venda-RS943000-id-2489557310/?__vt=lnv:c,"Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 103m²
",103,3,2,2,943000,2020-11-14 
571,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-103m2-venda-RS1100000-id-2489556913/?__vt=lnv:c,"Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 103m²
",103,3,2,3,1100000,2020-11-14 
572,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-103m2-venda-RS950000-id-2453462788/?__vt=lnv:c,"Rua Antônio Gomes, 51 - Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 103m²
",103,3,2,2,950000,2020-11-14 
573,vivareal.com/imovel/apartamento-2-quartos-balneario-bairros-florianopolis-com-garagem-68m2-venda-RS375000-id-2489556920/?__vt=lnv:c,"Balneário, Florianópolis - SC","Apartamento com 2 Quartos à Venda, 68m²
",68,2,2,1,375000,2020-11-14 
574,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-124m2-venda-RS950000-id-2490111442/?__vt=lnv:c,"Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 124m²
",124,3,3,2,950000,2020-11-14 
575,vivareal.com/imovel/apartamento-2-quartos-balneario-bairros-florianopolis-com-garagem-92m2-venda-RS708500-id-1042636892/?__vt=lnv:c,"Balneário, Florianópolis - SC","Apartamento com 2 Quartos à Venda, 92m²
",92,2,2,1,708500,2020-11-14 
576,vivareal.com/imovel/apartamento-2-quartos-balneario-bairros-florianopolis-com-garagem-78m2-venda-RS660000-id-2474047018/?__vt=lnv:c,"Balneário, Florianópolis - SC","Apartamento com 2 Quartos à Venda, 78m²
",78,2,2,1,660000,2020-11-14 
577,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-103m2-venda-RS946809-id-2483475551/?__vt=lnv:c,"Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 103m²
",103,3,2,2,946809,2020-11-14 
578,vivareal.com/imovel/apartamento-4-quartos-balneario-bairros-florianopolis-com-garagem-121m2-venda-RS749000-id-2479371359/?__vt=lnv:c,"Rua Antônio Gomes - Balneário, Florianópolis - SC","Apartamento com 4 Quartos à Venda, 121m²
",121,4,4,2,749000,2020-11-14 
579,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-103m2-venda-RS943000-id-2489557310/?__vt=lnv:c,"Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 103m²
",103,3,2,2,943000,2020-11-14 
580,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-103m2-venda-RS1100000-id-2489556913/?__vt=lnv:c,"Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 103m²
",103,3,2,3,1100000,2020-11-14 
581,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-103m2-venda-RS950000-id-2453462788/?__vt=lnv:c,"Rua Antônio Gomes, 51 - Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 103m²
",103,3,2,2,950000,2020-11-14 
582,vivareal.com/imovel/apartamento-2-quartos-balneario-bairros-florianopolis-com-garagem-68m2-venda-RS375000-id-2489556920/?__vt=lnv:c,"Balneário, Florianópolis - SC","Apartamento com 2 Quartos à Venda, 68m²
",68,2,2,1,375000,2020-11-14 
583,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-124m2-venda-RS950000-id-2490111442/?__vt=lnv:c,"Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 124m²
",124,3,3,2,950000,2020-11-14 
584,vivareal.com/imovel/apartamento-2-quartos-balneario-bairros-florianopolis-com-garagem-92m2-venda-RS708500-id-1042636892/?__vt=lnv:c,"Balneário, Florianópolis - SC","Apartamento com 2 Quartos à Venda, 92m²
",92,2,2,1,708500,2020-11-14 
585,vivareal.com/imovel/apartamento-2-quartos-balneario-bairros-florianopolis-com-garagem-78m2-venda-RS660000-id-2474047018/?__vt=lnv:c,"Balneário, Florianópolis - SC","Apartamento com 2 Quartos à Venda, 78m²
",78,2,2,1,660000,2020-11-14 
586,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-103m2-venda-RS946809-id-2483475551/?__vt=lnv:c,"Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 103m²
",103,3,2,2,946809,2020-11-14 
587,vivareal.com/imovel/apartamento-4-quartos-balneario-bairros-florianopolis-com-garagem-121m2-venda-RS749000-id-2479371359/?__vt=lnv:c,"Rua Antônio Gomes - Balneário, Florianópolis - SC","Apartamento com 4 Quartos à Venda, 121m²
",121,4,4,2,749000,2020-11-14 
588,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-103m2-venda-RS943000-id-2489557310/?__vt=lnv:c,"Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 103m²
",103,3,2,2,943000,2020-11-14 
589,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-103m2-venda-RS1100000-id-2489556913/?__vt=lnv:c,"Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 103m²
",103,3,2,3,1100000,2020-11-14 
590,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-103m2-venda-RS950000-id-2453462788/?__vt=lnv:c,"Rua Antônio Gomes, 51 - Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 103m²
",103,3,2,2,950000,2020-11-14 
591,vivareal.com/imovel/apartamento-2-quartos-balneario-bairros-florianopolis-com-garagem-68m2-venda-RS375000-id-2489556920/?__vt=lnv:c,"Balneário, Florianópolis - SC","Apartamento com 2 Quartos à Venda, 68m²
",68,2,2,1,375000,2020-11-14 
592,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-124m2-venda-RS950000-id-2490111442/?__vt=lnv:c,"Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 124m²
",124,3,3,2,950000,2020-11-14 
593,vivareal.com/imovel/apartamento-2-quartos-balneario-bairros-florianopolis-com-garagem-92m2-venda-RS708500-id-1042636892/?__vt=lnv:c,"Balneário, Florianópolis - SC","Apartamento com 2 Quartos à Venda, 92m²
",92,2,2,1,708500,2020-11-14 
594,vivareal.com/imovel/apartamento-2-quartos-balneario-bairros-florianopolis-com-garagem-78m2-venda-RS660000-id-2474047018/?__vt=lnv:c,"Balneário, Florianópolis - SC","Apartamento com 2 Quartos à Venda, 78m²
",78,2,2,1,660000,2020-11-14 
595,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-103m2-venda-RS946809-id-2483475551/?__vt=lnv:c,"Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 103m²
",103,3,2,2,946809,2020-11-14 
596,vivareal.com/imovel/apartamento-4-quartos-balneario-bairros-florianopolis-com-garagem-121m2-venda-RS749000-id-2479371359/?__vt=lnv:c,"Rua Antônio Gomes - Balneário, Florianópolis - SC","Apartamento com 4 Quartos à Venda, 121m²
",121,4,4,2,749000,2020-11-14 
597,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-103m2-venda-RS943000-id-2489557310/?__vt=lnv:c,"Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 103m²
",103,3,2,2,943000,2020-11-14 
598,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-103m2-venda-RS1100000-id-2489556913/?__vt=lnv:c,"Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 103m²
",103,3,2,3,1100000,2020-11-14 
599,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-103m2-venda-RS950000-id-2453462788/?__vt=lnv:c,"Rua Antônio Gomes, 51 - Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 103m²
",103,3,2,2,950000,2020-11-14 
600,vivareal.com/imovel/apartamento-2-quartos-balneario-bairros-florianopolis-com-garagem-68m2-venda-RS375000-id-2489556920/?__vt=lnv:c,"Balneário, Florianópolis - SC","Apartamento com 2 Quartos à Venda, 68m²
",68,2,2,1,375000,2020-11-14 
601,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-124m2-venda-RS950000-id-2490111442/?__vt=lnv:c,"Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 124m²
",124,3,3,2,950000,2020-11-14 
602,vivareal.com/imovel/apartamento-2-quartos-balneario-bairros-florianopolis-com-garagem-92m2-venda-RS708500-id-1042636892/?__vt=lnv:c,"Balneário, Florianópolis - SC","Apartamento com 2 Quartos à Venda, 92m²
",92,2,2,1,708500,2020-11-14 
603,vivareal.com/imovel/apartamento-2-quartos-balneario-bairros-florianopolis-com-garagem-78m2-venda-RS660000-id-2474047018/?__vt=lnv:c,"Balneário, Florianópolis - SC","Apartamento com 2 Quartos à Venda, 78m²
",78,2,2,1,660000,2020-11-14 
604,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-103m2-venda-RS946809-id-2483475551/?__vt=lnv:c,"Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 103m²
",103,3,2,2,946809,2020-11-14 
605,vivareal.com/imovel/apartamento-4-quartos-balneario-bairros-florianopolis-com-garagem-121m2-venda-RS749000-id-2479371359/?__vt=lnv:c,"Rua Antônio Gomes - Balneário, Florianópolis - SC","Apartamento com 4 Quartos à Venda, 121m²
",121,4,4,2,749000,2020-11-14 
606,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-103m2-venda-RS943000-id-2489557310/?__vt=lnv:c,"Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 103m²
",103,3,2,2,943000,2020-11-14 
607,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-103m2-venda-RS1100000-id-2489556913/?__vt=lnv:c,"Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 103m²
",103,3,2,3,1100000,2020-11-14 
608,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-103m2-venda-RS950000-id-2453462788/?__vt=lnv:c,"Rua Antônio Gomes, 51 - Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 103m²
",103,3,2,2,950000,2020-11-14 
609,vivareal.com/imovel/apartamento-2-quartos-balneario-bairros-florianopolis-com-garagem-68m2-venda-RS375000-id-2489556920/?__vt=lnv:c,"Balneário, Florianópolis - SC","Apartamento com 2 Quartos à Venda, 68m²
",68,2,2,1,375000,2020-11-14 
610,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-124m2-venda-RS950000-id-2490111442/?__vt=lnv:c,"Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 124m²
",124,3,3,2,950000,2020-11-14 
611,vivareal.com/imovel/apartamento-2-quartos-balneario-bairros-florianopolis-com-garagem-92m2-venda-RS708500-id-1042636892/?__vt=lnv:c,"Balneário, Florianópolis - SC","Apartamento com 2 Quartos à Venda, 92m²
",92,2,2,1,708500,2020-11-14 
612,vivareal.com/imovel/apartamento-2-quartos-balneario-bairros-florianopolis-com-garagem-78m2-venda-RS660000-id-2474047018/?__vt=lnv:c,"Balneário, Florianópolis - SC","Apartamento com 2 Quartos à Venda, 78m²
",78,2,2,1,660000,2020-11-14 
613,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-103m2-venda-RS946809-id-2483475551/?__vt=lnv:c,"Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 103m²
",103,3,2,2,946809,2020-11-14 
614,vivareal.com/imovel/apartamento-4-quartos-balneario-bairros-florianopolis-com-garagem-121m2-venda-RS749000-id-2479371359/?__vt=lnv:c,"Rua Antônio Gomes - Balneário, Florianópolis - SC","Apartamento com 4 Quartos à Venda, 121m²
",121,4,4,2,749000,2020-11-14 
615,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-103m2-venda-RS943000-id-2489557310/?__vt=lnv:c,"Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 103m²
",103,3,2,2,943000,2020-11-14 
616,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-103m2-venda-RS1100000-id-2489556913/?__vt=lnv:c,"Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 103m²
",103,3,2,3,1100000,2020-11-14 
617,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-103m2-venda-RS950000-id-2453462788/?__vt=lnv:c,"Rua Antônio Gomes, 51 - Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 103m²
",103,3,2,2,950000,2020-11-14 
618,vivareal.com/imovel/apartamento-2-quartos-balneario-bairros-florianopolis-com-garagem-68m2-venda-RS375000-id-2489556920/?__vt=lnv:c,"Balneário, Florianópolis - SC","Apartamento com 2 Quartos à Venda, 68m²
",68,2,2,1,375000,2020-11-14 
619,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-124m2-venda-RS950000-id-2490111442/?__vt=lnv:c,"Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 124m²
",124,3,3,2,950000,2020-11-14 
620,vivareal.com/imovel/apartamento-2-quartos-balneario-bairros-florianopolis-com-garagem-92m2-venda-RS708500-id-1042636892/?__vt=lnv:c,"Balneário, Florianópolis - SC","Apartamento com 2 Quartos à Venda, 92m²
",92,2,2,1,708500,2020-11-14 
621,vivareal.com/imovel/apartamento-2-quartos-balneario-bairros-florianopolis-com-garagem-78m2-venda-RS660000-id-2474047018/?__vt=lnv:c,"Balneário, Florianópolis - SC","Apartamento com 2 Quartos à Venda, 78m²
",78,2,2,1,660000,2020-11-14 
622,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-103m2-venda-RS946809-id-2483475551/?__vt=lnv:c,"Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 103m²
",103,3,2,2,946809,2020-11-14 
623,vivareal.com/imovel/apartamento-4-quartos-balneario-bairros-florianopolis-com-garagem-121m2-venda-RS749000-id-2479371359/?__vt=lnv:c,"Rua Antônio Gomes - Balneário, Florianópolis - SC","Apartamento com 4 Quartos à Venda, 121m²
",121,4,4,2,749000,2020-11-14 
624,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-103m2-venda-RS943000-id-2489557310/?__vt=lnv:c,"Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 103m²
",103,3,2,2,943000,2020-11-14 
625,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-103m2-venda-RS1100000-id-2489556913/?__vt=lnv:c,"Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 103m²
",103,3,2,3,1100000,2020-11-14 
626,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-103m2-venda-RS950000-id-2453462788/?__vt=lnv:c,"Rua Antônio Gomes, 51 - Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 103m²
",103,3,2,2,950000,2020-11-14 
627,vivareal.com/imovel/apartamento-2-quartos-balneario-bairros-florianopolis-com-garagem-68m2-venda-RS375000-id-2489556920/?__vt=lnv:c,"Balneário, Florianópolis - SC","Apartamento com 2 Quartos à Venda, 68m²
",68,2,2,1,375000,2020-11-14 
628,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-124m2-venda-RS950000-id-2490111442/?__vt=lnv:c,"Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 124m²
",124,3,3,2,950000,2020-11-14 
629,vivareal.com/imovel/apartamento-2-quartos-balneario-bairros-florianopolis-com-garagem-92m2-venda-RS708500-id-1042636892/?__vt=lnv:c,"Balneário, Florianópolis - SC","Apartamento com 2 Quartos à Venda, 92m²
",92,2,2,1,708500,2020-11-14 
630,vivareal.com/imovel/apartamento-2-quartos-balneario-bairros-florianopolis-com-garagem-78m2-venda-RS660000-id-2474047018/?__vt=lnv:c,"Balneário, Florianópolis - SC","Apartamento com 2 Quartos à Venda, 78m²
",78,2,2,1,660000,2020-11-14 
631,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-103m2-venda-RS946809-id-2483475551/?__vt=lnv:c,"Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 103m²
",103,3,2,2,946809,2020-11-14 
632,vivareal.com/imovel/apartamento-4-quartos-balneario-bairros-florianopolis-com-garagem-121m2-venda-RS749000-id-2479371359/?__vt=lnv:c,"Rua Antônio Gomes - Balneário, Florianópolis - SC","Apartamento com 4 Quartos à Venda, 121m²
",121,4,4,2,749000,2020-11-14 
633,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-103m2-venda-RS943000-id-2489557310/?__vt=lnv:c,"Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 103m²
",103,3,2,2,943000,2020-11-14 
634,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-103m2-venda-RS1100000-id-2489556913/?__vt=lnv:c,"Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 103m²
",103,3,2,3,1100000,2020-11-14 
